AREA,FORECAST,DATE,TIME,Count
Bukit Batok,Fair (Day),2024-03-27,08:44:01,32
Bukit Merah,Fair (Day),2024-03-27,08:44:01,82
Bukit Panjang,Fair (Day),2024-03-27,08:44:01,18
Bukit Timah,Fair (Day),2024-03-27,08:44:01,24
Central Water Catchment,Fair (Day),2024-03-27,08:44:01,1
Changi,Fair (Day),2024-03-27,08:44:01,284
Choa Chu Kang,Fair (Day),2024-03-27,08:44:01,29
City,Fair (Day),2024-03-27,08:44:01,222
Clementi,Fair (Day),2024-03-27,08:44:01,24
Geylang,Fair (Day),2024-03-27,08:44:01,68
Hougang,Fair (Day),2024-03-27,08:44:01,42
Jalan Bahar,Fair (Day),2024-03-27,08:44:01,9
Jurong East,Fair (Day),2024-03-27,08:44:01,39
Jurong Island,Fair (Day),2024-03-27,08:44:01,13
Jurong West,Fair (Day),2024-03-27,08:44:01,62
Kallang,Fair (Day),2024-03-27,08:44:01,87
Mandai,Fair (Day),2024-03-27,08:44:01,6
Marine Parade,Fair (Day),2024-03-27,08:44:01,14
Novena,Fair (Day),2024-03-27,08:44:01,17
Pasir Ris,Fair (Day),2024-03-27,08:44:01,52
Paya Lebar,Fair (Day),2024-03-27,08:44:01,8
Pioneer,Fair (Day),2024-03-27,08:44:01,70
Pulau Ubin,Fair (Day),2024-03-27,08:44:01,3
Punggol,Fair (Day),2024-03-27,08:44:01,42
Queenstown,Fair (Day),2024-03-27,08:44:01,31
Seletar,Fair (Day),2024-03-27,08:44:01,19
Sembawang,Fair (Day),2024-03-27,08:44:01,41
Sengkang,Fair (Day),2024-03-27,08:44:01,42
Sentosa,Fair (Day),2024-03-27,08:44:01,1
Serangoon,Fair (Day),2024-03-27,08:44:01,39
Sungei Kadut,Fair (Day),2024-03-27,08:44:01,19
Tampines,Fair (Day),2024-03-27,08:44:01,115
Tanglin,Fair (Day),2024-03-27,08:44:01,17
Tengah,Fair (Day),2024-03-27,08:44:01,6
Toa Payoh,Fair (Day),2024-03-27,08:44:01,47
Tuas,Fair (Day),2024-03-27,08:44:01,23
Western Water Catchment,Fair (Day),2024-03-27,08:44:01,1
Woodlands,Fair (Day),2024-03-27,08:44:01,56
Yishun,Fair (Day),2024-03-27,08:44:01,50
Ang Mo Kio,Fair (Day),2024-03-27,08:59:32,72
Bedok,Fair (Day),2024-03-27,08:59:32,69
Bishan,Fair (Day),2024-03-27,08:59:32,22
Boon Lay,Fair (Day),2024-03-27,08:59:32,25
Bukit Batok,Fair (Day),2024-03-27,08:59:32,25
Bukit Merah,Fair (Day),2024-03-27,08:59:32,92
Bukit Panjang,Fair (Day),2024-03-27,08:59:32,20
Bukit Timah,Fair (Day),2024-03-27,08:59:32,19
Changi,Fair (Day),2024-03-27,08:59:32,265
Choa Chu Kang,Fair (Day),2024-03-27,08:59:32,32
City,Fair (Day),2024-03-27,08:59:32,263
Clementi,Fair (Day),2024-03-27,08:59:32,32
Geylang,Fair (Day),2024-03-27,08:59:32,68
Hougang,Fair (Day),2024-03-27,08:59:32,26
Jalan Bahar,Fair (Day),2024-03-27,08:59:32,16
Jurong East,Fair (Day),2024-03-27,08:59:32,53
Jurong Island,Fair (Day),2024-03-27,08:59:32,9
Jurong West,Fair (Day),2024-03-27,08:59:32,77
Kallang,Fair (Day),2024-03-27,08:59:32,108
Mandai,Fair (Day),2024-03-27,08:59:32,6
Marine Parade,Fair (Day),2024-03-27,08:59:32,10
Novena,Fair (Day),2024-03-27,08:59:32,15
Pasir Ris,Fair (Day),2024-03-27,08:59:32,79
Paya Lebar,Fair (Day),2024-03-27,08:59:32,7
Pioneer,Fair (Day),2024-03-27,08:59:32,46
Pulau Ubin,Fair (Day),2024-03-27,08:59:32,5
Punggol,Fair (Day),2024-03-27,08:59:32,48
Queenstown,Fair (Day),2024-03-27,08:59:32,56
Seletar,Fair (Day),2024-03-27,08:59:32,20
Sembawang,Fair (Day),2024-03-27,08:59:32,45
Sengkang,Fair (Day),2024-03-27,08:59:32,54
Sentosa,Fair (Day),2024-03-27,08:59:32,2
Serangoon,Fair (Day),2024-03-27,08:59:32,53
Sungei Kadut,Fair (Day),2024-03-27,08:59:32,20
Tampines,Fair (Day),2024-03-27,08:59:32,134
Tanglin,Fair (Day),2024-03-27,08:59:32,17
Tengah,Fair (Day),2024-03-27,08:59:32,13
Toa Payoh,Fair (Day),2024-03-27,08:59:32,47
Tuas,Fair (Day),2024-03-27,08:59:32,17
Woodlands,Fair (Day),2024-03-27,08:59:32,66
Yishun,Fair (Day),2024-03-27,08:59:32,40
Ang Mo Kio,Fair (Day),2024-03-27,09:14:33,72
Bedok,Fair (Day),2024-03-27,09:14:33,70
Bishan,Fair (Day),2024-03-27,09:14:33,28
Boon Lay,Fair (Day),2024-03-27,09:14:33,27
Bukit Batok,Fair (Day),2024-03-27,09:14:33,37
Bukit Merah,Fair (Day),2024-03-27,09:14:33,120
Bukit Panjang,Fair (Day),2024-03-27,09:14:33,18
Bukit Timah,Fair (Day),2024-03-27,09:14:33,30
Central Water Catchment,Fair (Day),2024-03-27,09:14:33,1
Changi,Fair (Day),2024-03-27,09:14:33,253
Choa Chu Kang,Fair (Day),2024-03-27,09:14:33,34
City,Fair (Day),2024-03-27,09:14:33,334
Clementi,Fair (Day),2024-03-27,09:14:33,61
Geylang,Fair (Day),2024-03-27,09:14:33,77
Hougang,Fair (Day),2024-03-27,09:14:33,35
Jalan Bahar,Fair (Day),2024-03-27,09:14:33,13
Jurong East,Fair (Day),2024-03-27,09:14:33,50
Jurong Island,Fair (Day),2024-03-27,09:14:33,5
Jurong West,Fair (Day),2024-03-27,09:14:33,130
Kallang,Fair (Day),2024-03-27,09:14:33,140
Lim Chu Kang,Fair (Day),2024-03-27,09:14:33,2
Mandai,Fair (Day),2024-03-27,09:14:33,8
Marine Parade,Fair (Day),2024-03-27,09:14:33,19
Novena,Fair (Day),2024-03-27,09:14:33,18
Pasir Ris,Fair (Day),2024-03-27,09:14:33,65
Paya Lebar,Fair (Day),2024-03-27,09:14:33,11
Pioneer,Fair (Day),2024-03-27,09:14:33,45
Pulau Ubin,Fair (Day),2024-03-27,09:14:33,7
Punggol,Fair (Day),2024-03-27,09:14:33,35
Queenstown,Fair (Day),2024-03-27,09:14:33,75
Seletar,Fair (Day),2024-03-27,09:14:33,24
Sembawang,Fair (Day),2024-03-27,09:14:33,55
Sengkang,Fair (Day),2024-03-27,09:14:33,51
Sentosa,Fair (Day),2024-03-27,09:14:33,10
Serangoon,Fair (Day),2024-03-27,09:14:33,41
Sungei Kadut,Fair (Day),2024-03-27,09:14:33,22
Tampines,Fair (Day),2024-03-27,09:14:33,140
Tanglin,Fair (Day),2024-03-27,09:14:33,37
Tengah,Fair (Day),2024-03-27,09:14:33,8
Toa Payoh,Fair (Day),2024-03-27,09:14:33,58
Tuas,Fair (Day),2024-03-27,09:14:33,15
Woodlands,Fair (Day),2024-03-27,09:14:33,72
Yishun,Fair (Day),2024-03-27,09:14:33,39
Ang Mo Kio,Fair (Day),2024-03-27,09:29:33,55
Bedok,Fair (Day),2024-03-27,09:29:33,67
Bishan,Fair (Day),2024-03-27,09:29:33,24
Boon Lay,Fair (Day),2024-03-27,09:29:33,12
Bukit Batok,Fair (Day),2024-03-27,09:29:33,30
Bukit Merah,Fair (Day),2024-03-27,09:29:33,148
Bukit Panjang,Fair (Day),2024-03-27,09:29:33,21
Bukit Timah,Fair (Day),2024-03-27,09:29:33,37
Changi,Fair (Day),2024-03-27,09:29:33,191
Choa Chu Kang,Fair (Day),2024-03-27,09:29:33,32
City,Fair (Day),2024-03-27,09:29:33,352
Clementi,Fair (Day),2024-03-27,09:29:33,44
Geylang,Fair (Day),2024-03-27,09:29:33,97
Hougang,Fair (Day),2024-03-27,09:29:33,20
Jalan Bahar,Fair (Day),2024-03-27,09:29:33,9
Jurong East,Fair (Day),2024-03-27,09:29:33,45
Jurong Island,Fair (Day),2024-03-27,09:29:33,6
Jurong West,Fair (Day),2024-03-27,09:29:33,85
Kallang,Fair (Day),2024-03-27,09:29:33,120
Mandai,Fair (Day),2024-03-27,09:29:33,1
Marine Parade,Fair (Day),2024-03-27,09:29:33,23
Novena,Fair (Day),2024-03-27,09:29:33,25
Pasir Ris,Fair (Day),2024-03-27,09:29:33,76
Paya Lebar,Fair (Day),2024-03-27,09:29:33,9
Pioneer,Fair (Day),2024-03-27,09:29:33,41
Pulau Ubin,Fair (Day),2024-03-27,09:29:33,5
Punggol,Fair (Day),2024-03-27,09:29:33,20
Queenstown,Fair (Day),2024-03-27,09:29:33,74
Seletar,Fair (Day),2024-03-27,09:29:33,13
Sembawang,Fair (Day),2024-03-27,09:29:33,31
Sengkang,Fair (Day),2024-03-27,09:29:33,42
Sentosa,Fair (Day),2024-03-27,09:29:33,11
Serangoon,Fair (Day),2024-03-27,09:29:33,31
Sungei Kadut,Fair (Day),2024-03-27,09:29:33,20
Tampines,Fair (Day),2024-03-27,09:29:33,108
Tanglin,Fair (Day),2024-03-27,09:29:33,44
Tengah,Fair (Day),2024-03-27,09:29:33,8
Toa Payoh,Fair (Day),2024-03-27,09:29:33,66
Tuas,Fair (Day),2024-03-27,09:29:33,13
Woodlands,Fair (Day),2024-03-27,09:29:33,91
Yishun,Fair (Day),2024-03-27,09:29:33,42
Ang Mo Kio,Fair (Day),2024-03-27,09:44:34,67
Bedok,Fair (Day),2024-03-27,09:44:34,66
Bishan,Fair (Day),2024-03-27,09:44:34,26
Boon Lay,Fair (Day),2024-03-27,09:44:34,7
Bukit Batok,Fair (Day),2024-03-27,09:44:34,29
Bukit Merah,Fair (Day),2024-03-27,09:44:34,158
Bukit Panjang,Fair (Day),2024-03-27,09:44:34,21
Bukit Timah,Fair (Day),2024-03-27,09:44:34,24
Central Water Catchment,Fair (Day),2024-03-27,09:44:34,1
Changi,Fair (Day),2024-03-27,09:44:34,234
Choa Chu Kang,Fair (Day),2024-03-27,09:44:34,31
City,Fair (Day),2024-03-27,09:44:34,383
Clementi,Fair (Day),2024-03-27,09:44:34,46
Geylang,Fair (Day),2024-03-27,09:44:34,92
Hougang,Fair (Day),2024-03-27,09:44:34,33
Jalan Bahar,Fair (Day),2024-03-27,09:44:34,14
Jurong East,Fair (Day),2024-03-27,09:44:34,35
Jurong Island,Fair (Day),2024-03-27,09:44:34,2
Jurong West,Fair (Day),2024-03-27,09:44:34,86
Kallang,Fair (Day),2024-03-27,09:44:34,169
Lim Chu Kang,Fair (Day),2024-03-27,09:44:34,2
Mandai,Fair (Day),2024-03-27,09:44:34,4
Marine Parade,Fair (Day),2024-03-27,09:44:34,18
Novena,Fair (Day),2024-03-27,09:44:34,22
Pasir Ris,Fair (Day),2024-03-27,09:44:34,43
Paya Lebar,Fair (Day),2024-03-27,09:44:34,6
Pioneer,Fair (Day),2024-03-27,09:44:34,34
Pulau Ubin,Fair (Day),2024-03-27,09:44:34,7
Punggol,Fair (Day),2024-03-27,09:44:34,33
Queenstown,Fair (Day),2024-03-27,09:44:34,79
Seletar,Fair (Day),2024-03-27,09:44:34,17
Sembawang,Fair (Day),2024-03-27,09:44:34,19
Sengkang,Fair (Day),2024-03-27,09:44:34,37
Sentosa,Fair (Day),2024-03-27,09:44:34,11
Serangoon,Fair (Day),2024-03-27,09:44:34,32
Sungei Kadut,Fair (Day),2024-03-27,09:44:34,16
Tampines,Fair (Day),2024-03-27,09:44:34,85
Tanglin,Fair (Day),2024-03-27,09:44:34,49
Tengah,Fair (Day),2024-03-27,09:44:34,7
Toa Payoh,Fair (Day),2024-03-27,09:44:34,67
Tuas,Fair (Day),2024-03-27,09:44:34,11
Western Water Catchment,Fair (Day),2024-03-27,09:44:34,1
Woodlands,Fair (Day),2024-03-27,09:44:34,53
Yishun,Fair (Day),2024-03-27,09:44:34,38
Ang Mo Kio,Fair (Day),2024-03-27,09:59:35,81
Bedok,Fair (Day),2024-03-27,09:59:35,55
Bishan,Fair (Day),2024-03-27,09:59:35,28
Boon Lay,Fair (Day),2024-03-27,09:59:35,12
Bukit Batok,Fair (Day),2024-03-27,09:59:35,40
Bukit Merah,Fair (Day),2024-03-27,09:59:35,158
Bukit Panjang,Fair (Day),2024-03-27,09:59:35,13
Bukit Timah,Fair (Day),2024-03-27,09:59:35,28
Central Water Catchment,Fair (Day),2024-03-27,09:59:35,3
Changi,Fair (Day),2024-03-27,09:59:35,214
Choa Chu Kang,Fair (Day),2024-03-27,09:59:35,29
City,Fair (Day),2024-03-27,09:59:35,424
Clementi,Fair (Day),2024-03-27,09:59:35,52
Geylang,Fair (Day),2024-03-27,09:59:35,76
Hougang,Fair (Day),2024-03-27,09:59:35,41
Jalan Bahar,Fair (Day),2024-03-27,09:59:35,8
Jurong East,Fair (Day),2024-03-27,09:59:35,39
Jurong Island,Fair (Day),2024-03-27,09:59:35,3
Jurong West,Fair (Day),2024-03-27,09:59:35,70
Kallang,Fair (Day),2024-03-27,09:59:35,172
Mandai,Fair (Day),2024-03-27,09:59:35,3
Marine Parade,Fair (Day),2024-03-27,09:59:35,28
Novena,Fair (Day),2024-03-27,09:59:35,26
Pasir Ris,Fair (Day),2024-03-27,09:59:35,45
Paya Lebar,Fair (Day),2024-03-27,09:59:35,8
Pioneer,Fair (Day),2024-03-27,09:59:35,27
Pulau Ubin,Fair (Day),2024-03-27,09:59:35,7
Punggol,Fair (Day),2024-03-27,09:59:35,47
Queenstown,Fair (Day),2024-03-27,09:59:35,88
Seletar,Fair (Day),2024-03-27,09:59:35,24
Sembawang,Fair (Day),2024-03-27,09:59:35,22
Sengkang,Fair (Day),2024-03-27,09:59:35,39
Sentosa,Fair (Day),2024-03-27,09:59:35,11
Serangoon,Fair (Day),2024-03-27,09:59:35,42
Sungei Kadut,Fair (Day),2024-03-27,09:59:35,16
Tampines,Fair (Day),2024-03-27,09:59:35,84
Tanglin,Fair (Day),2024-03-27,09:59:35,41
Tengah,Fair (Day),2024-03-27,09:59:35,11
Toa Payoh,Fair (Day),2024-03-27,09:59:35,89
Tuas,Fair (Day),2024-03-27,09:59:35,11
Woodlands,Fair (Day),2024-03-27,09:59:35,55
Yishun,Fair (Day),2024-03-27,09:59:35,39
Ang Mo Kio,Fair (Day),2024-03-27,10:14:35,79
Bedok,Fair (Day),2024-03-27,10:14:35,70
Bishan,Fair (Day),2024-03-27,10:14:35,37
Boon Lay,Fair (Day),2024-03-27,10:14:35,6
Bukit Batok,Fair (Day),2024-03-27,10:14:35,42
Bukit Merah,Fair (Day),2024-03-27,10:14:35,169
Bukit Panjang,Fair (Day),2024-03-27,10:14:35,26
Bukit Timah,Fair (Day),2024-03-27,10:14:35,34
Central Water Catchment,Fair (Day),2024-03-27,10:14:35,1
Changi,Fair (Day),2024-03-27,10:14:35,238
Choa Chu Kang,Fair (Day),2024-03-27,10:14:35,31
City,Fair (Day),2024-03-27,10:14:35,475
Clementi,Fair (Day),2024-03-27,10:14:35,65
Geylang,Fair (Day),2024-03-27,10:14:35,93
Hougang,Fair (Day),2024-03-27,10:14:35,56
Jalan Bahar,Fair (Day),2024-03-27,10:14:35,6
Jurong East,Fair (Day),2024-03-27,10:14:35,29
Jurong Island,Fair (Day),2024-03-27,10:14:35,4
Jurong West,Fair (Day),2024-03-27,10:14:35,74
Kallang,Fair (Day),2024-03-27,10:14:35,200
Mandai,Fair (Day),2024-03-27,10:14:35,6
Marine Parade,Fair (Day),2024-03-27,10:14:35,32
Novena,Fair (Day),2024-03-27,10:14:35,26
Pasir Ris,Fair (Day),2024-03-27,10:14:35,57
Paya Lebar,Fair (Day),2024-03-27,10:14:35,14
Pioneer,Fair (Day),2024-03-27,10:14:35,25
Pulau Ubin,Fair (Day),2024-03-27,10:14:35,8
Punggol,Fair (Day),2024-03-27,10:14:35,29
Queenstown,Fair (Day),2024-03-27,10:14:35,123
Seletar,Fair (Day),2024-03-27,10:14:35,19
Sembawang,Fair (Day),2024-03-27,10:14:35,35
Sengkang,Fair (Day),2024-03-27,10:14:35,47
Sentosa,Fair (Day),2024-03-27,10:14:35,17
Serangoon,Fair (Day),2024-03-27,10:14:35,52
Sungei Kadut,Fair (Day),2024-03-27,10:14:35,14
Tampines,Fair (Day),2024-03-27,10:14:35,103
Tanglin,Fair (Day),2024-03-27,10:14:35,35
Tengah,Fair (Day),2024-03-27,10:14:35,6
Toa Payoh,Fair (Day),2024-03-27,10:14:35,88
Tuas,Fair (Day),2024-03-27,10:14:35,11
Woodlands,Fair (Day),2024-03-27,10:14:35,57
Yishun,Fair (Day),2024-03-27,10:14:35,46
Ang Mo Kio,Fair (Day),2024-03-27,10:29:36,66
Bedok,Fair (Day),2024-03-27,10:29:36,70
Bishan,Fair (Day),2024-03-27,10:29:36,29
Boon Lay,Fair (Day),2024-03-27,10:29:36,5
Bukit Batok,Fair (Day),2024-03-27,10:29:36,38
Bukit Merah,Fair (Day),2024-03-27,10:29:36,183
Bukit Panjang,Fair (Day),2024-03-27,10:29:36,12
Bukit Timah,Fair (Day),2024-03-27,10:29:36,36
Central Water Catchment,Fair (Day),2024-03-27,10:29:36,1
Changi,Fair (Day),2024-03-27,10:29:36,213
Choa Chu Kang,Fair (Day),2024-03-27,10:29:36,37
City,Fair (Day),2024-03-27,10:29:36,421
Clementi,Fair (Day),2024-03-27,10:29:36,65
Geylang,Fair (Day),2024-03-27,10:29:36,119
Hougang,Fair (Day),2024-03-27,10:29:36,33
Jalan Bahar,Fair (Day),2024-03-27,10:29:36,8
Jurong East,Fair (Day),2024-03-27,10:29:36,37
Jurong Island,Fair (Day),2024-03-27,10:29:36,3
Jurong West,Fair (Day),2024-03-27,10:29:36,76
Kallang,Fair (Day),2024-03-27,10:29:36,181
Mandai,Fair (Day),2024-03-27,10:29:36,10
Marine Parade,Fair (Day),2024-03-27,10:29:36,36
Novena,Fair (Day),2024-03-27,10:29:36,21
Pasir Ris,Fair (Day),2024-03-27,10:29:36,68
Paya Lebar,Fair (Day),2024-03-27,10:29:36,7
Pioneer,Fair (Day),2024-03-27,10:29:36,20
Pulau Ubin,Fair (Day),2024-03-27,10:29:36,9
Punggol,Fair (Day),2024-03-27,10:29:36,39
Queenstown,Fair (Day),2024-03-27,10:29:36,90
Seletar,Fair (Day),2024-03-27,10:29:36,20
Sembawang,Fair (Day),2024-03-27,10:29:36,34
Sengkang,Fair (Day),2024-03-27,10:29:36,44
Sentosa,Fair (Day),2024-03-27,10:29:36,10
Serangoon,Fair (Day),2024-03-27,10:29:36,51
Sungei Kadut,Fair (Day),2024-03-27,10:29:36,12
Tampines,Fair (Day),2024-03-27,10:29:36,86
Tanglin,Fair (Day),2024-03-27,10:29:36,43
Tengah,Fair (Day),2024-03-27,10:29:36,9
Toa Payoh,Fair (Day),2024-03-27,10:29:36,106
Tuas,Fair (Day),2024-03-27,10:29:36,10
Woodlands,Fair (Day),2024-03-27,10:29:36,57
Yishun,Fair (Day),2024-03-27,10:29:36,41
Ang Mo Kio,Fair (Day),2024-03-27,10:44:36,74
Bedok,Fair (Day),2024-03-27,10:44:36,83
Bishan,Fair (Day),2024-03-27,10:44:36,28
Boon Lay,Fair (Day),2024-03-27,10:44:36,7
Bukit Batok,Fair (Day),2024-03-27,10:44:36,40
Bukit Merah,Fair (Day),2024-03-27,10:44:36,143
Bukit Panjang,Fair (Day),2024-03-27,10:44:36,17
Bukit Timah,Fair (Day),2024-03-27,10:44:36,23
Changi,Fair (Day),2024-03-27,10:44:36,205
Choa Chu Kang,Fair (Day),2024-03-27,10:44:36,37
City,Fair (Day),2024-03-27,10:44:36,274
Clementi,Fair (Day),2024-03-27,10:44:36,51
Geylang,Fair (Day),2024-03-27,10:44:36,98
Hougang,Fair (Day),2024-03-27,10:44:36,38
Jalan Bahar,Fair (Day),2024-03-27,10:44:36,2
Jurong East,Fair (Day),2024-03-27,10:44:36,27
Jurong Island,Fair (Day),2024-03-27,10:44:36,2
Jurong West,Fair (Day),2024-03-27,10:44:36,62
Kallang,Fair (Day),2024-03-27,10:44:36,171
Mandai,Fair (Day),2024-03-27,10:44:36,6
Marine Parade,Fair (Day),2024-03-27,10:44:36,25
Novena,Fair (Day),2024-03-27,10:44:36,19
Pasir Ris,Fair (Day),2024-03-27,10:44:36,45
Paya Lebar,Fair (Day),2024-03-27,10:44:36,10
Pioneer,Fair (Day),2024-03-27,10:44:36,18
Pulau Ubin,Fair (Day),2024-03-27,10:44:36,8
Punggol,Fair (Day),2024-03-27,10:44:36,41
Queenstown,Fair (Day),2024-03-27,10:44:36,77
Seletar,Fair (Day),2024-03-27,10:44:36,22
Sembawang,Fair (Day),2024-03-27,10:44:36,26
Sengkang,Fair (Day),2024-03-27,10:44:36,38
Sentosa,Fair (Day),2024-03-27,10:44:36,10
Serangoon,Fair (Day),2024-03-27,10:44:36,51
Sungei Kadut,Fair (Day),2024-03-27,10:44:36,12
Tampines,Fair (Day),2024-03-27,10:44:36,89
Tanglin,Fair (Day),2024-03-27,10:44:36,28
Tengah,Fair (Day),2024-03-27,10:44:36,6
Toa Payoh,Fair (Day),2024-03-27,10:44:36,76
Tuas,Fair (Day),2024-03-27,10:44:36,8
Woodlands,Fair (Day),2024-03-27,10:44:36,57
Yishun,Fair (Day),2024-03-27,10:44:36,33
Ang Mo Kio,Fair (Day),2024-03-27,10:59:37,76
Bedok,Fair (Day),2024-03-27,10:59:37,67
Bishan,Fair (Day),2024-03-27,10:59:37,34
Boon Lay,Fair (Day),2024-03-27,10:59:37,1
Bukit Batok,Fair (Day),2024-03-27,10:59:37,38
Bukit Merah,Fair (Day),2024-03-27,10:59:37,147
Bukit Panjang,Fair (Day),2024-03-27,10:59:37,17
Bukit Timah,Fair (Day),2024-03-27,10:59:37,27
Central Water Catchment,Fair (Day),2024-03-27,10:59:37,1
Changi,Fair (Day),2024-03-27,10:59:37,237
Choa Chu Kang,Fair (Day),2024-03-27,10:59:37,22
City,Fair (Day),2024-03-27,10:59:37,345
Clementi,Fair (Day),2024-03-27,10:59:37,49
Geylang,Fair (Day),2024-03-27,10:59:37,104
Hougang,Fair (Day),2024-03-27,10:59:37,30
Jalan Bahar,Fair (Day),2024-03-27,10:59:37,6
Jurong East,Fair (Day),2024-03-27,10:59:37,32
Jurong Island,Fair (Day),2024-03-27,10:59:37,2
Jurong West,Fair (Day),2024-03-27,10:59:37,55
Kallang,Fair (Day),2024-03-27,10:59:37,156
Mandai,Fair (Day),2024-03-27,10:59:37,5
Marine Parade,Fair (Day),2024-03-27,10:59:37,24
Novena,Fair (Day),2024-03-27,10:59:37,26
Pasir Ris,Fair (Day),2024-03-27,10:59:37,42
Paya Lebar,Fair (Day),2024-03-27,10:59:37,14
Pioneer,Fair (Day),2024-03-27,10:59:37,10
Pulau Ubin,Fair (Day),2024-03-27,10:59:37,4
Punggol,Fair (Day),2024-03-27,10:59:37,41
Queenstown,Fair (Day),2024-03-27,10:59:37,76
Seletar,Fair (Day),2024-03-27,10:59:37,22
Sembawang,Fair (Day),2024-03-27,10:59:37,33
Sengkang,Fair (Day),2024-03-27,10:59:37,33
Sentosa,Fair (Day),2024-03-27,10:59:37,16
Serangoon,Fair (Day),2024-03-27,10:59:37,47
Sungei Kadut,Fair (Day),2024-03-27,10:59:37,15
Tampines,Fair (Day),2024-03-27,10:59:37,97
Tanglin,Fair (Day),2024-03-27,10:59:37,51
Tengah,Fair (Day),2024-03-27,10:59:37,8
Toa Payoh,Fair (Day),2024-03-27,10:59:37,68
Tuas,Fair (Day),2024-03-27,10:59:37,6
Woodlands,Fair (Day),2024-03-27,10:59:37,52
Yishun,Fair (Day),2024-03-27,10:59:37,44
Ang Mo Kio,Fair (Day),2024-03-27,11:14:38,73
Bedok,Fair (Day),2024-03-27,11:14:38,82
Bishan,Fair (Day),2024-03-27,11:14:38,29
Boon Lay,Fair (Day),2024-03-27,11:14:38,5
Bukit Batok,Fair (Day),2024-03-27,11:14:38,46
Bukit Merah,Fair (Day),2024-03-27,11:14:38,169
Bukit Panjang,Fair (Day),2024-03-27,11:14:38,18
Bukit Timah,Fair (Day),2024-03-27,11:14:38,23
Central Water Catchment,Fair (Day),2024-03-27,11:14:38,1
Changi,Fair (Day),2024-03-27,11:14:38,268
Choa Chu Kang,Fair (Day),2024-03-27,11:14:38,46
City,Fair (Day),2024-03-27,11:14:38,353
Clementi,Fair (Day),2024-03-27,11:14:38,57
Geylang,Fair (Day),2024-03-27,11:14:38,103
Hougang,Fair (Day),2024-03-27,11:14:38,40
Jalan Bahar,Fair (Day),2024-03-27,11:14:38,8
Jurong East,Fair (Day),2024-03-27,11:14:38,44
Jurong Island,Fair (Day),2024-03-27,11:14:38,1
Jurong West,Fair (Day),2024-03-27,11:14:38,66
Kallang,Fair (Day),2024-03-27,11:14:38,188
Mandai,Fair (Day),2024-03-27,11:14:38,7
Marine Parade,Fair (Day),2024-03-27,11:14:38,36
Novena,Fair (Day),2024-03-27,11:14:38,34
Pasir Ris,Fair (Day),2024-03-27,11:14:38,56
Paya Lebar,Fair (Day),2024-03-27,11:14:38,10
Pioneer,Fair (Day),2024-03-27,11:14:38,10
Pulau Ubin,Fair (Day),2024-03-27,11:14:38,3
Punggol,Fair (Day),2024-03-27,11:14:38,45
Queenstown,Fair (Day),2024-03-27,11:14:38,74
Seletar,Fair (Day),2024-03-27,11:14:38,25
Sembawang,Fair (Day),2024-03-27,11:14:38,38
Sengkang,Fair (Day),2024-03-27,11:14:38,39
Sentosa,Fair (Day),2024-03-27,11:14:38,14
Serangoon,Fair (Day),2024-03-27,11:14:38,52
Sungei Kadut,Fair (Day),2024-03-27,11:14:38,18
Tampines,Fair (Day),2024-03-27,11:14:38,111
Tanglin,Fair (Day),2024-03-27,11:14:38,57
Tengah,Fair (Day),2024-03-27,11:14:38,7
Toa Payoh,Fair (Day),2024-03-27,11:14:38,88
Tuas,Fair (Day),2024-03-27,11:14:38,9
Woodlands,Fair (Day),2024-03-27,11:14:38,69
Yishun,Fair (Day),2024-03-27,11:14:38,45
Ang Mo Kio,Fair (Day),2024-03-27,11:29:38,69
Bedok,Fair (Day),2024-03-27,11:29:38,111
Bishan,Fair (Day),2024-03-27,11:29:38,33
Boon Lay,Fair (Day),2024-03-27,11:29:38,5
Bukit Batok,Fair (Day),2024-03-27,11:29:38,54
Bukit Merah,Fair (Day),2024-03-27,11:29:38,179
Bukit Panjang,Fair (Day),2024-03-27,11:29:38,20
Bukit Timah,Fair (Day),2024-03-27,11:29:38,26
Central Water Catchment,Fair (Day),2024-03-27,11:29:38,2
Changi,Fair (Day),2024-03-27,11:29:38,269
Choa Chu Kang,Fair (Day),2024-03-27,11:29:38,42
City,Fair (Day),2024-03-27,11:29:38,348
Clementi,Fair (Day),2024-03-27,11:29:38,60
Geylang,Fair (Day),2024-03-27,11:29:38,122
Hougang,Fair (Day),2024-03-27,11:29:38,27
Jalan Bahar,Fair (Day),2024-03-27,11:29:38,6
Jurong East,Fair (Day),2024-03-27,11:29:38,37
Jurong Island,Fair (Day),2024-03-27,11:29:38,3
Jurong West,Fair (Day),2024-03-27,11:29:38,66
Kallang,Fair (Day),2024-03-27,11:29:38,170
Mandai,Fair (Day),2024-03-27,11:29:38,5
Marine Parade,Fair (Day),2024-03-27,11:29:38,24
Novena,Fair (Day),2024-03-27,11:29:38,27
Pasir Ris,Fair (Day),2024-03-27,11:29:38,44
Paya Lebar,Fair (Day),2024-03-27,11:29:38,19
Pioneer,Fair (Day),2024-03-27,11:29:38,8
Pulau Ubin,Fair (Day),2024-03-27,11:29:38,2
Punggol,Fair (Day),2024-03-27,11:29:38,56
Queenstown,Fair (Day),2024-03-27,11:29:38,79
Seletar,Fair (Day),2024-03-27,11:29:38,26
Sembawang,Fair (Day),2024-03-27,11:29:38,35
Sengkang,Fair (Day),2024-03-27,11:29:38,35
