,AREA,FORECAST,timestamp,update_timestamp,valid_start,valid_end
32,Sembawang,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
33,Sengkang,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
34,Sentosa,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
35,Serangoon,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
36,Southern Islands,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
37,Sungei Kadut,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
38,Tampines,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
39,Tanglin,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
40,Tengah,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
41,Toa Payoh,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
42,Tuas,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
43,Western Islands,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
44,Western Water Catchment,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
45,Woodlands,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
46,Yishun,Partly Cloudy (Day),2024-03-26T16:30:00+08:00,2024-03-26T16:35:34+08:00,2024-03-26T16:30:00+08:00,2024-03-26T18:30:00+08:00
0,Ang Mo Kio,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
1,Bedok,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
2,Bishan,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
3,Boon Lay,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
4,Bukit Batok,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
5,Bukit Merah,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
6,Bukit Panjang,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
7,Bukit Timah,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
8,Central Water Catchment,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
9,Changi,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
10,Choa Chu Kang,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
11,Clementi,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
12,City,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
13,Geylang,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
14,Hougang,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
15,Jalan Bahar,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
16,Jurong East,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
17,Jurong Island,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
18,Jurong West,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
19,Kallang,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
20,Lim Chu Kang,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
21,Mandai,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
22,Marine Parade,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
23,Novena,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
24,Pasir Ris,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
25,Paya Lebar,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
26,Pioneer,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
27,Pulau Tekong,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
28,Pulau Ubin,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
29,Punggol,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
30,Queenstown,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
31,Seletar,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
32,Sembawang,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
33,Sengkang,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
34,Sentosa,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
35,Serangoon,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
36,Southern Islands,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
37,Sungei Kadut,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
38,Tampines,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
39,Tanglin,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
40,Tengah,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
41,Toa Payoh,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
42,Tuas,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
43,Western Islands,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
44,Western Water Catchment,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
45,Woodlands,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
46,Yishun,Fair (Day),2024-03-26T17:34:00+08:00,2024-03-26T17:40:46+08:00,2024-03-26T17:30:00+08:00,2024-03-26T19:30:00+08:00
0,Ang Mo Kio,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
1,Bedok,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
2,Bishan,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
3,Boon Lay,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
4,Bukit Batok,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
5,Bukit Merah,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
6,Bukit Panjang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
7,Bukit Timah,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
8,Central Water Catchment,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
9,Changi,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
10,Choa Chu Kang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
11,Clementi,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
12,City,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
13,Geylang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
14,Hougang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
15,Jalan Bahar,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
16,Jurong East,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
17,Jurong Island,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
18,Jurong West,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
19,Kallang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
20,Lim Chu Kang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
21,Mandai,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
22,Marine Parade,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
23,Novena,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
24,Pasir Ris,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
25,Paya Lebar,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
26,Pioneer,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
27,Pulau Tekong,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
28,Pulau Ubin,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
29,Punggol,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
30,Queenstown,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
31,Seletar,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
32,Sembawang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
33,Sengkang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
34,Sentosa,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
35,Serangoon,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
36,Southern Islands,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
37,Sungei Kadut,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
38,Tampines,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
39,Tanglin,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
40,Tengah,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
41,Toa Payoh,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
42,Tuas,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
43,Western Islands,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
44,Western Water Catchment,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
45,Woodlands,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
46,Yishun,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
0,Ang Mo Kio,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
1,Bedok,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
2,Bishan,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
3,Boon Lay,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
4,Bukit Batok,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
5,Bukit Merah,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
6,Bukit Panjang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
7,Bukit Timah,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
8,Central Water Catchment,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
9,Changi,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
10,Choa Chu Kang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
11,Clementi,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
12,City,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
13,Geylang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
14,Hougang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
15,Jalan Bahar,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
16,Jurong East,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
17,Jurong Island,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
18,Jurong West,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
19,Kallang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
20,Lim Chu Kang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
21,Mandai,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
22,Marine Parade,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
23,Novena,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
24,Pasir Ris,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
25,Paya Lebar,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
26,Pioneer,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
27,Pulau Tekong,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
28,Pulau Ubin,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
29,Punggol,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
30,Queenstown,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
31,Seletar,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
32,Sembawang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
33,Sengkang,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
34,Sentosa,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
35,Serangoon,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
36,Southern Islands,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
37,Sungei Kadut,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
38,Tampines,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
39,Tanglin,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
40,Tengah,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
41,Toa Payoh,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
42,Tuas,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
43,Western Islands,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
44,Western Water Catchment,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
45,Woodlands,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
46,Yishun,Fair (Night),2024-03-26T18:00:00+08:00,2024-03-26T18:05:42+08:00,2024-03-26T18:00:00+08:00,2024-03-26T20:00:00+08:00
0,Ang Mo Kio,Fair (Night),2024-03-26T20:30:00+08:00,2024-03-26T20:55:48+08:00,2024-03-26T20:30:00+08:00,2024-03-26T22:30:00+08:00
1,Bedok,Fair (Night),2024-03-26T20:30:00+08:00,2024-03-26T20:55:48+08:00,2024-03-26T20:30:00+08:00,2024-03-26T22:30:00+08:00
2,Bishan,Fair (Night),2024-03-26T20:30:00+08:00,2024-03-26T20:55:48+08:00,2024-03-26T20:30:00+08:00,2024-03-26T22:30:00+08:00
3,Boon Lay,Fair (Night),2024-03-26T20:30:00+08:00,2024-03-26T20:55:48+08:00,2024-03-26T20:30:00+08:00,2024-03-26T22:30:00+08:00
4,Bukit Batok,Fair (Night),2024-03-26T20:30:00+08:00,2024-03-26T20:55:48+08:00,2024-03-26T20:30:00+08:00,2024-03-26T22:30:00+08:00
5,Bukit Merah,Fair (Night),2024-03-26T20:30:00+08:00,2024-03-26T20:55:48+08:00,2024-03-26T20:30:00+08:00,2024-03-26T22:30:00+08:00
6,Bukit Panjang,Fair (Night),2024-03-26T20:30:00+08:00,2024-03-26T20:55:48+08:00,2024-03-26T20:30:00+08:00,2024-03-26T22:30:00+08:00
7,Bukit Timah,Fair (Night),2024-03-26T20:30:00+08:00,2024-03-26T20:55:48+08:00,2024-03-26T20:30:00+08:00,2024-03-26T22:30:00+08:00
8,Central Water Catchment,Fair (Night),2024-03-26T20:30:00+08:00,2024-03-26T20:55:48+08:00,2024-03-26T20:30:00+08:00,2024-03-26T22:30:00+08:00
9,Changi,Fair (Night),2024-03-26T20:30:00+08:00,2024-03-26T20:55:48+08:00,2024-03-26T20:30:00+08:00,2024-03-26T22:30:00+08:00
